sl_no,project_name,agency,project_code,state,approval_date,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,source_page,report_month,source_report
1537,Widening to Two lane with paved shoulders from 106/830 to 158/496 of Yellareddy- Rudrur Section of NH-765D in the state of Telangana on EPC mode under NHO under Annual plan 2022-23,MoRTH,618182,Telangana,2022-10-01,2024-07-01,2026-07-01,2027-05-01,499.88,499.88,207.08,68.9,138,July 2026,FlashReport_July_2026.pdf
1538,Widening to 2 lane with paved shoulders from Km 62/920 to km 106/830 of Medak - Yellareddy section in the State of Telangana under Annual Plan 2022-23 on EPC mode under NHO,MoRTH,618183,Telangana,2022-10-01,2024-08-01,2026-08-01,2026-08-01,399.01,399.01,146.04,70.6,138,July 2026,FlashReport_July_2026.pdf
1539,"Rehabilitation and Up-gradation of Valigonda to Thorrur Section to Two Lane with Paved Shoulders from Km 39.180 to Km 108.300 of NH-930P in the State of Telangana on Engineering, Procurement and Construction EPC Basis",MoRTH,618186,Telangana,2022-01-01,2022-12-01,2024-12-01,2026-09-01,549.28,549.28,325.77,94.97,138,July 2026,FlashReport_July_2026.pdf
1540,Widening to two lane with paved shoulders of 'Bodhan Basar Bhainsa ' section from Km 38/900 to 95/300 of NH-161BB in the state of Telangana under Annual Plan 2021- 22 on EPC Mode under NH O.,MoRTH,618190,Telangana,2022-03-01,2023-03-01,2025-03-01,2026-08-01,644.45,644.45,403.48,98.6,138,July 2026,FlashReport_July_2026.pdf
1541,Widening to 2 lane with Paved Shoulders of Siddipet-Elkathurthy section from Km 69/978 to km 133/619 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode,MoRTH,618196,Telangana,2022-01-01,2022-12-01,2024-09-01,2026-12-01,578.85,578.85,0.0,85.0,138,July 2026,FlashReport_July_2026.pdf
1542,Widening to 2 lane with Paved Shoulders of Medak - Siddipet section from Km 0/0 to km 69/978 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode,MoRTH,618197,Telangana,2022-01-01,2023-01-01,2025-01-01,2026-12-01,882.18,882.18,383.75,74.06,138,July 2026,FlashReport_July_2026.pdf
1543,Khammam-Devarapalle Pkg I [4L Access Controlled Greenfield from Thallampadu village to Somavaram village Design Chainage 0000 to 33604],NHAI,618746,Telangana,2021-01-01,2022-10-01,2024-10-01,2026-10-01,797.36,1337.18,684.62,97.26,139,July 2026,FlashReport_July_2026.pdf
1544,4L of Karimnagar-Warangal section from km 49.500 to km 117.820 of NH-563,NHAI,618765,Telangana,2022-03-01,2023-07-01,2025-07-01,2026-08-01,2146.86,2486.51,1272.62,92.4,139,July 2026,FlashReport_July_2026.pdf
1545,4L Access Controlled Greenfield Highway Section Mancherial Warangal from Pangidipalle village at Design Ch. 72.350 Km to Oorugonda village at Design Ch. 112.240 KmPackage-III,NHAI,618811,Telangana,2023-03-01,2025-10-01,2027-10-01,2028-01-01,1183.71,1170.64,209.72,5.63,139,July 2026,FlashReport_July_2026.pdf
1546,4L Access Controlled Greenfield Section Mancherial Warangal from Puttapaka village at Design Ch. 35.300 Km to Pangidipalle village at Design Ch. 72.350 KmPackage-II,NHAI,618812,Telangana,2023-01-01,2025-06-01,2027-06-01,2027-12-01,1129.33,1145.41,210.45,9.04,139,July 2026,FlashReport_July_2026.pdf
1547,4L Access Controlled Greenfield Section Mancherial Warangal from Narva village at Design Ch. 3.834 Km to Puttapaka village at Design Ch. 35.300 Km Package-I,NHAI,618813,Telangana,2023-03-01,2024-12-01,2026-12-01,2027-10-01,1127.9,1104.27,161.67,11.28,139,July 2026,FlashReport_July_2026.pdf
1548,4L Access Controlled Greenfield Highway section on NH163G Warangal-Khammam from Oorugonda village in Hanamkonda District at Design Ch. 112.240 Km to Venkatpur village in Warangal District at Design Ch. 150.240 KmPackage-I,NHAI,618814,Telangana,2023-03-01,2025-06-01,2027-06-01,2028-05-01,1142.6,1140.82,160.19,0.5,139,July 2026,FlashReport_July_2026.pdf
1549,4L Access Controlled Greenfield Highway section on NH-163G Warangal-Khammam from Venkatpur village in Warangal District at Design Ch. 150.240 Km to Thallasenkesa village in Mahabubabed District at Design Ch. 189.650 kmPackage-II,NHAI,618815,Telangana,2023-03-01,2024-04-01,2026-04-01,2027-03-01,1092.88,1083.11,408.59,77.65,139,July 2026,FlashReport_July_2026.pdf
1550,4L Access Controlled Greenfield Highway section on NH-163G Warangal-Khammam from Thallasenkesa village at Design Ch. 189.650 km to V.Vekatayapalem village in Khammam District at Design Ch. 220.480 KmPackage-III,NHAI,618816,Telangana,2023-03-01,2025-07-01,2027-07-01,2027-07-01,1105.25,1098.05,168.28,10.11,139,July 2026,FlashReport_July_2026.pdf
1551,4L Access Controlled Greenfield Highway section on NH-163G Khammam Vijayawada from V. Venkatayapalem village at Design Ch. 220.480 Km to BrahmanapalliK village at Design Ch. 250.400 Km Package-I.,NHAI,618817,Telangana,2023-03-01,2025-03-01,2027-03-01,2027-06-01,973.45,1021.96,271.03,45.89,139,July 2026,FlashReport_July_2026.pdf
1552,Hyderabad - Maneguda,NHAI,618944,Telangana,2021-10-01,2024-11-01,2026-11-01,2027-05-01,958.86,1218.49,431.45,24.2,139,July 2026,FlashReport_July_2026.pdf
1553,4L of Kodad Design Km 0.00/Existing Km 185.00 of NH-65 to Khammam Design Km 31.800/Existing Km 29.400 of NH-365A,NHAI,618945,Telangana,2021-01-01,2022-01-01,2024-05-01,2026-08-01,1149.17,1606.99,871.58,99.98,139,July 2026,FlashReport_July_2026.pdf
1554,Upgradation to Two Lane with Paved Shoulders from Km 0.000 to Km 41.920 Green Field Alignment of Gowrelly to Valigonda Section of NH-930P in the State of Telangana on EPC Mode under Annual Plan 2022-23,MoRTH,619009,Telangana,2022-11-01,2026-05-01,2028-04-01,2028-03-01,690.33,690.33,0.0,0.0,139,July 2026,FlashReport_July_2026.pdf
1555,Khammam-Devarapalle Pkg II [4L Access Controlled Greenfield from Somavaram village to Chintagudem village Design Chainage 33604 to 63117],NHAI,619128,Telangana,2021-01-01,2022-09-01,2024-09-01,2026-08-01,615.78,981.64,524.11,98.02,139,July 2026,FlashReport_July_2026.pdf
1556,Thanamcherla-Jamandlapally 2LPS,NHAI,619165,Telangana,2013-11-01,2014-03-01,2023-02-01,2026-12-01,177.18,18.65,8.3,100.0,139,July 2026,FlashReport_July_2026.pdf
1557,Rehabilitation and upgradation of NH-221 from km 121/0 to 165/0 Rudrampur to Bhadrachalam section to two lane with paved shoulder under NHDPIV in the state of Telangana through EPC mode,MoRTH,619193,Telangana,2015-01-01,2015-02-01,2017-02-01,2026-08-01,295.47,334.82,375.14,82.76,139,July 2026,FlashReport_July_2026.pdf
1558,Construction of 4 lane Bypass to Nalgonda Town lrorn Km 000 Existing Ch. 181590 to Km 14.00 Existing Ch. 28/685 ol Nakrekal to Nagarjunsagar Section of NH -565 in the State of Telangara on EPC under Annual Plan 2024 -25,MoRTH,619253,Telangana,2024-10-01,2025-10-01,2027-10-01,2027-10-01,516.17,516.17,0.0,55.62,139,July 2026,FlashReport_July_2026.pdf
1559,Rehabilitation & Upgradation of Thorrur to Nehru Nagar section to Two Lane with Paved shoulders from Km 109/420 to Km 178/500 of NH 930P in the state of Telangana on EPC mode under Annual Plan 2022-2023,MoRTH,619265,Telangana,2025-01-01,2026-07-01,2028-07-01,2028-07-01,675.45,675.45,0.0,0.0,139,July 2026,FlashReport_July_2026.pdf
1560,Rehabilitation and up-gradation of road from km 16.077 to km 43.935 total length 27.858 km of Lalchara-Kanchanpur section via Shivbari on NH-44A to 2 lane with paved shoulder in the state of Tripura on EPC Mode Pkg-2 under BharatMala Pariyojana Manu-Simlung -2,NHIDCL,618307,Tripura,2022-02-01,2023-01-01,2025-01-01,2026-01-01,456.88,456.88,205.69,54.56,140,July 2026,FlashReport_July_2026.pdf
1561,Improvement & widening of existing NH-08 to 4-lane with Paved Shoulder from Champak Nagar to Khayerpur section design Km 242500 to Km 261610 in the state of Tripura on EPC basis under NHO-NE,NHIDCL,618350,Tripura,2023-12-01,2024-09-01,2026-09-01,2027-03-01,920.66,920.66,404.6,48.3,140,July 2026,FlashReport_July_2026.pdf
1562,Improvement and Widening to 2-lane with paved shoulder of road from design Km 72.000 Pati Chhari to design Km 107.654 Harina Total length 35.654 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-4,NHIDCL,618367,Tripura,2024-01-01,2024-12-01,2026-12-01,2027-06-01,726.9,726.9,100.25,9.5,140,July 2026,FlashReport_July_2026.pdf
1563,Improvement and Widening to 2-lane with paved shoulder of road from design Km 36.000 Rangamati to design Km 72.000 Pati Chhari Total length 36.000 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-3,NHIDCL,618368,Tripura,2024-01-01,2024-09-01,2026-09-01,2027-05-01,670.9,670.9,183.24,14.7,140,July 2026,FlashReport_July_2026.pdf
1564,Improvement and Widening to 2-lane with paved shoulder of road from existing Km 438.170 Khowai Chowmuhani to existing Km 439.410 South Pulinpur of NH-08 and from design Km 0.000 South Pulinpur to design Km 36.00 near Rangamati of NH 208 on Khowai Teliamura- Harina section Total length 37.24 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-2,NHIDCL,618369,Tripura,2024-01-01,2024-09-01,2026-09-01,2027-03-01,657.21,657.21,301.86,60.7,140,July 2026,FlashReport_July_2026.pdf
1565,Improvement and Widening to 2-lane with paved shoulder of road from Km 101.300 to km 127.319 Total Length 26.019 Km i.e. the Khowai Teliamura-Amarpur-Harina- Sabroom section of NH 208 in the state of Tripura on EPC under JICA ODA Loan Phase VI Package-1,NHIDCL,618370,Tripura,2024-01-01,2024-07-01,2026-07-01,2027-04-01,431.78,431.78,265.36,63.15,140,July 2026,FlashReport_July_2026.pdf
1566,Rehabilitation and up-gradation of road from design km 25.250 to km 36.460 Total lengh 11.210 km of Kailashahar-Kurti Bridge section on NH-208A to 2-lane with paved shoulder on EPC basis under NHO Package-III- Balance Work,NHIDCL,618385,Tripura,2020-02-01,2024-09-01,2026-03-01,2026-03-01,174.43,174.43,67.1,53.14,140,July 2026,FlashReport_July_2026.pdf
1567,Melaghar-Srimantapur section on NH-08 Spur from Km 23 to Km 34.500 11.5 Km and overlay from Km 20.30 to Km 22.00 1.7 Km Total Length 13.2 Km,NHIDCL,618411,Tripura,2023-01-01,2023-05-01,2024-11-01,2026-10-01,195.95,195.95,95.54,72.48,140,July 2026,FlashReport_July_2026.pdf
1568,"Construction of 4-Lane with paved shoulder Agartala bypass Western side, length 25.402 km connecting NH-8 near Amtali to NH-108B near Lembuchhera in the state of Tripura on EPC basis under NHO-NE",NHIDCL,618417,Tripura,2023-03-01,2024-03-01,2027-03-01,2027-03-01,2026.05,2026.05,462.34,9.2,140,July 2026,FlashReport_July_2026.pdf
1569,Rehabilitation and upgradation to four lane road from km 70.500 to km 78.600 of NH- 92 under EPC mode in the State of Uttar Pradesh,MoRTH,617963,Uttar Pradesh,2022-01-01,2025-01-01,2027-01-01,2027-01-01,296.02,351.78,75.38,39.0,140,July 2026,FlashReport_July_2026.pdf
1570,"Widening to Four Lane rigid pavement configuration from Km 90.00 to Km 100.800 on NH-96 Km 42.0 to Km 53.300 as per new NH-330,design length of 11.300 km under EPC mode in the state of Uttar Pradesh.",MoRTH,617964,Uttar Pradesh,2022-12-01,2024-11-01,2026-11-01,2026-11-01,309.63,309.63,41.92,31.09,140,July 2026,FlashReport_July_2026.pdf
1571,Balance work of Construction of Ring Road for Raebareli City on eastern side of NH- 24B Phase-1 on EPC mode.,MoRTH,618009,Uttar Pradesh,2019-12-01,2020-10-01,2022-04-01,2026-12-01,319.96,347.8,0.0,95.0,140,July 2026,FlashReport_July_2026.pdf
1572,Construction of Balrampur bypass with 2L flexible pavement configuration from km.223.000 of NH-330 to km.328.300 of NH-730 under EPC mode,MoRTH,618054,Uttar Pradesh,2022-12-01,2024-08-01,2026-02-01,2026-12-01,515.69,515.69,128.55,56.0,140,July 2026,FlashReport_July_2026.pdf
1573,Construction of Pratapgarh Bypass Extension connecting NH-31 to NH-330 on EPC mode in the State of Uttar Pradesh.,MoRTH,618055,Uttar Pradesh,2022-10-01,2024-01-01,2025-06-01,2026-09-01,225.17,225.17,66.96,78.0,140,July 2026,FlashReport_July_2026.pdf
1574,Improvement and Up-gradation to two Lane with Paved Shoulder Configuration from existing km. 420.00 Shohrathgarh to km. 454.00 Uska Bazar of NH-730 in the state of Uttar Pradesh EPC basis,MoRTH,618056,Uttar Pradesh,2022-01-01,2024-03-01,2025-09-01,2026-12-01,509.65,484.42,120.57,62.0,140,July 2026,FlashReport_July_2026.pdf
1575,Construction of Shohratgarh Bypass on NH-730 under EPC mode in the State of Uttar Pradesh,MoRTH,618057,Uttar Pradesh,2022-10-01,2023-11-01,2025-05-01,2026-12-01,189.31,189.31,31.42,54.0,140,July 2026,FlashReport_July_2026.pdf
1576,Widening & Strenghteningof section from Bharthana chowk to Kodarkoot km.0.00 to km.40.00 of NH-91-A on EPC mode,MoRTH,618063,Uttar Pradesh,2020-03-01,2023-03-01,2024-09-01,2026-12-01,262.37,343.77,115.38,94.0,141,July 2026,FlashReport_July_2026.pdf
1577,Construction of Amethi bypass Part-II at km.30.050 of NH-931 under EPC mode in the state of Uttar Pradesh,MoRTH,618066,Uttar Pradesh,2022-12-01,2025-02-01,2027-02-01,2027-02-01,283.86,283.86,38.69,48.0,141,July 2026,FlashReport_July_2026.pdf
1578,"Rehabilitation & Up-gradation from design Km. 0.000 to Km. 69.280 of NH-931 Pratapgarh - Amethi - Gauriganj -Musafirkhana to two lane with paved shoulder on Engineering, Procurement & Construction EpC mode in the State of Uttar Pradesh",MoRTH,618067,Uttar Pradesh,2023-05-01,2025-11-01,2027-11-01,2027-11-01,1086.3,1086.3,24.29,9.32,141,July 2026,FlashReport_July_2026.pdf
1579,Construction of two lane with paved shoulder from existing Km.0.000 to Km.55.610 design km. 0.000 to km. 54.048 of NH-124D,MoRTH,618075,Uttar Pradesh,2021-12-01,2024-02-01,2026-02-01,2027-03-01,840.93,773.58,210.11,77.0,141,July 2026,FlashReport_July_2026.pdf
1580,Construction of Mariahu Bypass with four lane paved shoulder configuration Km. 53.540 to Km.59.200 of NH-135A on EPC mode in the state of Uttar Pradesh,MoRTH,618081,Uttar Pradesh,2023-03-01,2024-02-01,2026-02-01,2026-12-01,438.24,362.39,81.45,55.0,141,July 2026,FlashReport_July_2026.pdf
1581,Widening & Upgradation to four lane configuration from Km.34.900 Bhadohi to km.73.134 Jaunpur of NH-135A on EPC mode,MoRTH,618082,Uttar Pradesh,2021-03-01,2022-11-01,2024-05-01,2026-09-01,395.62,392.03,0.0,95.0,141,July 2026,FlashReport_July_2026.pdf
1582,Improvement and upgradation to two lane with paved shoulder configuration from existing km 90.00 to 130.00 Design length 39.15 of NH-227A near Sikriganj to Barhalganj in the State of UP on EPC Mode.,MoRTH,618111,Uttar Pradesh,2021-08-01,2023-12-01,2025-06-01,2026-08-01,403.36,345.34,142.17,96.0,141,July 2026,FlashReport_July_2026.pdf
1583,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg Package I, from km 228.920 Jagarnathpur to Km 235.960/0.000 MakhaudaDham to Km 29.000 Sarpur in the State of Uttar Pradesh on EPC basis",MoRTH,618112,Uttar Pradesh,2022-03-01,2025-05-01,2026-11-01,2027-05-01,912.5,912.5,8.72,8.0,141,July 2026,FlashReport_July_2026.pdf
1584,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg Package III, from Km.47.800 Gosaiganj to Km.73.300 Bikapur in the State of Uttar Pradesh on EPC basis.",MoRTH,618113,Uttar Pradesh,2022-03-01,2025-05-01,2026-11-01,2027-05-01,587.97,587.97,80.16,50.72,141,July 2026,FlashReport_July_2026.pdf
1585,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg PackageV, from Design Km.140.960 Patranga to Km.160.200 Bahuvan Madar Majha on EPC mode in the State of Uttar Pradesh",MoRTH,618114,Uttar Pradesh,2023-03-01,2026-02-01,2028-08-01,2028-08-01,1192.33,1192.33,0.0,4.0,141,July 2026,FlashReport_July_2026.pdf
1586,lmprovement and Up-gradation from Km. 73.300 Bikapur to Km.140.960 Patranga of NH-227B 84 Kosi Parikrama Marg to 2LPS along with Parikrama Path,MoRTH,618116,Uttar Pradesh,2022-11-01,2026-01-01,2028-01-01,2028-01-01,1679.75,1679.75,172.89,40.45,141,July 2026,FlashReport_July_2026.pdf
1587,Rehabilitation and upgradation from km 51.600 to km 75.700 of NH-321G Nuhkhas to Etah section to two lane with paved shoulder configuration under EPC mode in the State of Uttar Pradesh,MoRTH,618124,Uttar Pradesh,2022-01-01,2024-02-01,2025-08-01,2026-11-01,343.54,343.54,88.97,73.0,141,July 2026,FlashReport_July_2026.pdf
1588,"Improvement and up-gradation to 2LPS of NH-227B 84-Kosi Parikrama Marg PackageVI, Design Km 160200 Bahuvan Madar Majha to Km 224040 Jagarnathpur under HAM",MoRTH,618162,Uttar Pradesh,2023-05-01,2026-01-01,2028-01-01,2028-01-01,2008.7,2008.7,0.0,20.0,141,July 2026,FlashReport_July_2026.pdf
1589,"Rehabilitation and Up-gradation from km. 0000 to km.40390 of NH-730S MaharajganjNichloulThuthibari to two lane with paved shoulders in the State of U.P. on Engineering, Procurement & Construction EPC Basis.",MoRTH,618163,Uttar Pradesh,2023-03-01,2024-06-01,2025-12-01,2026-12-01,809.25,603.19,167.84,59.5,141,July 2026,FlashReport_July_2026.pdf
1590,Construction of four lane highway with paved shoulder from Km.74.700 to Km.112.950 of NH-731A i/c Yamuna Bridge on HAM in the state of Uttar Pradesh.,MoRTH,618164,Uttar Pradesh,2022-03-01,2024-06-01,2026-06-01,2026-08-01,1141.67,1157.31,0.0,100.0,141,July 2026,FlashReport_July_2026.pdf
1591,Construction of 4-lane green field highway from Km. 35.000 to Km. 49.155 of NH- 731A with paved shoulders on Hybrid Annuity Mode in the state of Uttar Pradesh,MoRTH,618166,Uttar Pradesh,2022-01-01,2023-10-01,2025-10-01,2026-07-01,697.66,697.66,0.04,100.0,141,July 2026,FlashReport_July_2026.pdf
1592,Widening to four lane with paved shoulder from Design Km.49.200 to Km.89.285 of NH-731B on EPC mode in the state of Uttar Pradesh,MoRTH,618168,Uttar Pradesh,2022-03-01,2024-01-01,2026-01-01,2027-01-01,917.91,965.3,134.41,56.0,141,July 2026,FlashReport_July_2026.pdf
1593,Construction of Two Lane with paved shoulder highway from Design Ch.0.000 to Ch.49.2OO of NH-731B on EPC Mode,MoRTH,618169,Uttar Pradesh,2022-03-01,2023-11-01,2025-11-01,2026-09-01,640.18,602.76,270.82,98.0,142,July 2026,FlashReport_July_2026.pdf
1594,"Rehabilitation and upgradation of Salon - Jais - Jagdishpur Road section of NH-931A, from design Chainage km 0.000 to km 5.740 to four lane divided carriageway and from design Chainage km 5.740 to km 53.500 to two lane with paved Total length km 53.500 along with One time improvement in 04 no's of realigned/bypassed built-up areas in a total length of 9.732 km in the state of Uttar Pradesh on EPC mode",MoRTH,618187,Uttar Pradesh,2023-05-01,2025-10-01,2027-10-01,2027-10-01,947.15,947.15,26.64,9.06,142,July 2026,FlashReport_July_2026.pdf
1595,Construction of 6-lane bridge on Ganga on NH-96 and its approaches in Phaphamau Allahabad on EPC mode,MoRTH,618233,Uttar Pradesh,2018-07-01,2021-02-01,2024-02-01,2026-09-01,1948.25,1465.41,0.43,91.0,142,July 2026,FlashReport_July_2026.pdf
1596,Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Bewar- naer Karri village section Km0.00 to Km30.00 Pakage-I of NH-92 in state of Uttar Pradesh undergreen national Highway Corridor Project GNHCP with the loan assistance of world Bank on EPC mode.,MoRTH,618240,Uttar Pradesh,2020-04-01,2022-09-01,2024-03-01,2026-08-01,236.47,236.47,0.0,100.0,142,July 2026,FlashReport_July_2026.pdf
1597,Construction of Basti Ring Road Phase-I with 4L configuration for Basti City in the state of Uttar Pradesh on HAM mode,MoRTH,618243,Uttar Pradesh,2022-12-01,2025-06-01,2027-06-01,2027-06-01,1138.72,1138.72,0.07,36.67,142,July 2026,FlashReport_July_2026.pdf
1598,Construction of Raebareli Ring Road Phase-2 with four Lane configuration for Raebareli City in the state of Uttar Pradesh on Hybrid Annuity Model HAM basis,MoRTH,618244,Uttar Pradesh,2022-03-01,2025-05-01,2027-05-01,2027-05-01,1273.72,1273.72,0.0,55.0,142,July 2026,FlashReport_July_2026.pdf
1599,Construction of 4 lane Mirzapur bypass including bridge over river Ganga from km 0.000 to km 15.000 of NH 135A in the State of Uttar Pradesh on HAM Mode.,MoRTH,618247,Uttar Pradesh,2024-03-01,2026-01-01,2029-01-01,2029-01-01,1708.62,1708.62,0.0,7.0,142,July 2026,FlashReport_July_2026.pdf
